county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail
San Benito,7535136,President,,Jo Jorgensen,LIB,10,0,0,10
San Benito,9205001,President,,Jo Jorgensen,LIB,9,0,0,9
San Benito,9235255,President,,Jo Jorgensen,LIB,0,0,0,0
San Benito,9240001,President,,Jo Jorgensen,LIB,19,0,1,18
San Benito,9240004,President,,Jo Jorgensen,LIB,0,****,****,0
San Benito,9265000,President,,Jo Jorgensen,LIB,14,1,2,11
San Benito,5135101,President,,Brian Carroll,,0,****,0,0
San Benito,5135103,President,,Brian Carroll,,0,0,0,0
San Benito,5145001,President,,Brian Carroll,,0,0,0,0
San Benito,5145004,President,,Brian Carroll,,0,0,0,0
San Benito,5185003,President,,Brian Carroll,,0,0,****,0
San Benito,5235214,President,,Brian Carroll,,0,****,****,0
San Benito,5235322,President,,Brian Carroll,,0,0,0,0
San Benito,5280002,President,,Brian Carroll,,0,0,****,0
San Benito,5280007,President,,Brian Carroll,,2,0,****,2
San Benito,5335111,President,,Brian Carroll,,0,0,0,0
San Benito,5335159,President,,Brian Carroll,,0,****,0,0
San Benito,5335213,President,,Brian Carroll,,0,0,0,0
San Benito,5335262,President,,Brian Carroll,,0,0,0,0
San Benito,5335330,President,,Brian Carroll,,1,0,0,1
San Benito,5335348,President,,Brian Carroll,,0,0,0,0
San Benito,5395002,President,,Brian Carroll,,0,0,****,0
San Benito,5530011,President,,Brian Carroll,,0,0,****,0
San Benito,5535105,President,,Brian Carroll,,0,0,0,0
San Benito,5535154,President,,Brian Carroll,,1,0,0,1
San Benito,5535212,President,,Brian Carroll,,0,0,0,0
San Benito,5535228,President,,Brian Carroll,,0,0,0,0
San Benito,5585001,President,,Brian Carroll,,0,0,****,0
San Benito,5585002,President,,Brian Carroll,,0,0,0,0
San Benito,6135425,President,,Brian Carroll,,0,0,0,0
San Benito,6220003,President,,Brian Carroll,,0,****,0,0
San Benito,6235426,President,,Brian Carroll,,0,0,0,0
San Benito,6235463,President,,Brian Carroll,,0,0,0,0
San Benito,6280001,President,,Brian Carroll,,0,0,0,0
San Benito,6410000,President,,Brian Carroll,,0,0,****,0
San Benito,6420002,President,,Brian Carroll,,0,0,0,0
San Benito,6435438,President,,Brian Carroll,,1,0,1,0
San Benito,6435458,President,,Brian Carroll,,0,0,0,0
San Benito,6458001,President,,Brian Carroll,,0,0,0,0
San Benito,6475001,President,,Brian Carroll,,1,0,0,1
San Benito,6480005,President,,Brian Carroll,,0,0,****,0
San Benito,7130001,President,,Brian Carroll,,0,0,0,0
San Benito,7130002,President,,Brian Carroll,,0,0,0,0
San Benito,7130018,President,,Brian Carroll,,0,****,****,0
San Benito,7135106,President,,Brian Carroll,,0,0,0,0
San Benito,7135109,President,,Brian Carroll,,0,0,0,0
San Benito,7135317,President,,Brian Carroll,,0,****,****,0
San Benito,7135318,President,,Brian Carroll,,0,****,0,0
San Benito,7135423,President,,Brian Carroll,,0,0,0,0
San Benito,7235320,President,,Brian Carroll,,0,0,0,0
San Benito,7235321,President,,Brian Carroll,,0,0,0,0
San Benito,7335315,President,,Brian Carroll,,0,0,0,0
San Benito,7335316,President,,Brian Carroll,,0,0,0,0
San Benito,7335319,President,,Brian Carroll,,0,0,****,0
San Benito,7535136,President,,Brian Carroll,,0,0,0,0
San Benito,9205001,President,,Brian Carroll,,0,0,0,0
San Benito,9235255,President,,Brian Carroll,,0,0,0,0
San Benito,9240001,President,,Brian Carroll,,0,0,0,0
San Benito,9240004,President,,Brian Carroll,,0,****,****,0
San Benito,9265000,President,,Brian Carroll,,0,0,0,0
San Benito,5135101,President,,Mark Charles,,0,****,0,0
San Benito,5135103,President,,Mark Charles,,0,0,0,0
San Benito,5145001,President,,Mark Charles,,0,0,0,0
San Benito,5145004,President,,Mark Charles,,0,0,0,0
San Benito,5185003,President,,Mark Charles,,0,0,****,0
San Benito,5235214,President,,Mark Charles,,0,****,****,0
San Benito,5235322,President,,Mark Charles,,0,0,0,0
San Benito,5280002,President,,Mark Charles,,0,0,****,0
San Benito,5280007,President,,Mark Charles,,0,0,****,0
San Benito,5335111,President,,Mark Charles,,0,0,0,0
San Benito,5335159,President,,Mark Charles,,0,****,0,0
San Benito,5335213,President,,Mark Charles,,0,0,0,0
San Benito,5335262,President,,Mark Charles,,1,0,0,1
San Benito,5335330,President,,Mark Charles,,0,0,0,0
San Benito,5335348,President,,Mark Charles,,0,0,0,0
San Benito,5395002,President,,Mark Charles,,0,0,****,0
San Benito,5530011,President,,Mark Charles,,0,0,****,0
San Benito,5535105,President,,Mark Charles,,0,0,0,0
San Benito,5535154,President,,Mark Charles,,0,0,0,0
San Benito,5535212,President,,Mark Charles,,0,0,0,0
San Benito,5535228,President,,Mark Charles,,0,0,0,0
San Benito,5585001,President,,Mark Charles,,0,0,****,0
San Benito,5585002,President,,Mark Charles,,0,0,0,0
San Benito,6135425,President,,Mark Charles,,0,0,0,0
San Benito,6220003,President,,Mark Charles,,0,****,0,0
San Benito,6235426,President,,Mark Charles,,0,0,0,0
San Benito,6235463,President,,Mark Charles,,0,0,0,0
San Benito,6280001,President,,Mark Charles,,0,0,0,0
San Benito,6410000,President,,Mark Charles,,0,0,****,0
San Benito,6420002,President,,Mark Charles,,0,0,0,0
San Benito,6435438,President,,Mark Charles,,0,0,0,0
San Benito,6435458,President,,Mark Charles,,0,0,0,0
San Benito,6458001,President,,Mark Charles,,0,0,0,0
San Benito,6475001,President,,Mark Charles,,0,0,0,0
San Benito,6480005,President,,Mark Charles,,0,0,****,0
San Benito,7130001,President,,Mark Charles,,0,0,0,0
San Benito,7130002,President,,Mark Charles,,0,0,0,0
San Benito,7130018,President,,Mark Charles,,0,****,****,0
San Benito,7135106,President,,Mark Charles,,0,0,0,0
San Benito,7135109,President,,Mark Charles,,0,0,0,0
San Benito,7135317,President,,Mark Charles,,0,****,****,0
San Benito,7135318,President,,Mark Charles,,0,****,0,0
San Benito,7135423,President,,Mark Charles,,0,0,0,0
San Benito,7235320,President,,Mark Charles,,0,0,0,0
San Benito,7235321,President,,Mark Charles,,0,0,0,0
San Benito,7335315,President,,Mark Charles,,0,0,0,0
San Benito,7335316,President,,Mark Charles,,0,0,0,0
San Benito,7335319,President,,Mark Charles,,0,0,****,0
San Benito,7535136,President,,Mark Charles,,0,0,0,0
San Benito,9205001,President,,Mark Charles,,0,0,0,0
San Benito,9235255,President,,Mark Charles,,0,0,0,0
San Benito,9240001,President,,Mark Charles,,0,0,0,0
San Benito,9240004,President,,Mark Charles,,0,****,****,0
San Benito,9265000,President,,Mark Charles,,1,0,0,1
San Benito,5135101,President,,Joseph Kishore,,0,****,0,0
San Benito,5135103,President,,Joseph Kishore,,0,0,0,0
San Benito,5145001,President,,Joseph Kishore,,0,0,0,0
San Benito,5145004,President,,Joseph Kishore,,0,0,0,0
San Benito,5185003,President,,Joseph Kishore,,0,0,****,0
San Benito,5235214,President,,Joseph Kishore,,0,****,****,0
San Benito,5235322,President,,Joseph Kishore,,0,0,0,0
San Benito,5280002,President,,Joseph Kishore,,0,0,****,0
San Benito,5280007,President,,Joseph Kishore,,0,0,****,0
San Benito,5335111,President,,Joseph Kishore,,0,0,0,0
San Benito,5335159,President,,Joseph Kishore,,0,****,0,0
San Benito,5335213,President,,Joseph Kishore,,0,0,0,0
San Benito,5335262,President,,Joseph Kishore,,0,0,0,0
San Benito,5335330,President,,Joseph Kishore,,0,0,0,0
San Benito,5335348,President,,Joseph Kishore,,0,0,0,0
San Benito,5395002,President,,Joseph Kishore,,0,0,****,0
San Benito,5530011,President,,Joseph Kishore,,0,0,****,0
San Benito,5535105,President,,Joseph Kishore,,0,0,0,0
San Benito,5535154,President,,Joseph Kishore,,0,0,0,0
San Benito,5535212,President,,Joseph Kishore,,0,0,0,0
San Benito,5535228,President,,Joseph Kishore,,0,0,0,0
San Benito,5585001,President,,Joseph Kishore,,0,0,****,0
San Benito,5585002,President,,Joseph Kishore,,0,0,0,0
San Benito,6135425,President,,Joseph Kishore,,0,0,0,0
San Benito,6220003,President,,Joseph Kishore,,0,****,0,0
San Benito,6235426,President,,Joseph Kishore,,0,0,0,0
San Benito,6235463,President,,Joseph Kishore,,0,0,0,0
San Benito,6280001,President,,Joseph Kishore,,0,0,0,0
San Benito,6410000,President,,Joseph Kishore,,0,0,****,0
San Benito,6420002,President,,Joseph Kishore,,0,0,0,0
San Benito,6435438,President,,Joseph Kishore,,0,0,0,0
San Benito,6435458,President,,Joseph Kishore,,0,0,0,0
San Benito,6458001,President,,Joseph Kishore,,0,0,0,0
San Benito,6475001,President,,Joseph Kishore,,0,0,0,0
San Benito,6480005,President,,Joseph Kishore,,0,0,****,0
San Benito,7130001,President,,Joseph Kishore,,0,0,0,0
San Benito,7130002,President,,Joseph Kishore,,0,0,0,0
San Benito,7130018,President,,Joseph Kishore,,0,****,****,0
San Benito,7135106,President,,Joseph Kishore,,0,0,0,0
San Benito,7135109,President,,Joseph Kishore,,0,0,0,0
San Benito,7135317,President,,Joseph Kishore,,0,****,****,0
San Benito,7135318,President,,Joseph Kishore,,0,****,0,0
San Benito,7135423,President,,Joseph Kishore,,0,0,0,0
San Benito,7235320,President,,Joseph Kishore,,0,0,0,0
San Benito,7235321,President,,Joseph Kishore,,0,0,0,0
San Benito,7335315,President,,Joseph Kishore,,0,0,0,0
San Benito,7335316,President,,Joseph Kishore,,0,0,0,0
San Benito,7335319,President,,Joseph Kishore,,0,0,****,0
San Benito,7535136,President,,Joseph Kishore,,0,0,0,0
San Benito,9205001,President,,Joseph Kishore,,0,0,0,0
San Benito,9235255,President,,Joseph Kishore,,0,0,0,0
San Benito,9240001,President,,Joseph Kishore,,0,0,0,0
San Benito,9240004,President,,Joseph Kishore,,0,****,****,0
San Benito,9265000,President,,Joseph Kishore,,0,0,0,0
San Benito,5135101,President,,Brock Pierce,,0,****,0,0
San Benito,5135103,President,,Brock Pierce,,0,0,0,0
San Benito,5145001,President,,Brock Pierce,,0,0,0,0
San Benito,5145004,President,,Brock Pierce,,0,0,0,0
San Benito,5185003,President,,Brock Pierce,,0,0,****,0
San Benito,5235214,President,,Brock Pierce,,0,****,****,0
San Benito,5235322,President,,Brock Pierce,,0,0,0,0
San Benito,5280002,President,,Brock Pierce,,0,0,****,0
San Benito,5280007,President,,Brock Pierce,,0,0,****,0
San Benito,5335111,President,,Brock Pierce,,0,0,0,0
San Benito,5335159,President,,Brock Pierce,,0,****,0,0
San Benito,5335213,President,,Brock Pierce,,0,0,0,0
San Benito,5335262,President,,Brock Pierce,,0,0,0,0
San Benito,5335330,President,,Brock Pierce,,0,0,0,0
San Benito,5335348,President,,Brock Pierce,,0,0,0,0
San Benito,5395002,President,,Brock Pierce,,0,0,****,0
San Benito,5530011,President,,Brock Pierce,,0,0,****,0
San Benito,5535105,President,,Brock Pierce,,0,0,0,0
San Benito,5535154,President,,Brock Pierce,,0,0,0,0
San Benito,5535212,President,,Brock Pierce,,0,0,0,0
San Benito,5535228,President,,Brock Pierce,,0,0,0,0
San Benito,5585001,President,,Brock Pierce,,0,0,****,0
San Benito,5585002,President,,Brock Pierce,,0,0,0,0
San Benito,6135425,President,,Brock Pierce,,0,0,0,0
San Benito,6220003,President,,Brock Pierce,,0,****,0,0
San Benito,6235426,President,,Brock Pierce,,0,0,0,0
San Benito,6235463,President,,Brock Pierce,,0,0,0,0
San Benito,6280001,President,,Brock Pierce,,0,0,0,0
San Benito,6410000,President,,Brock Pierce,,0,0,****,0
San Benito,6420002,President,,Brock Pierce,,0,0,0,0
San Benito,6435438,President,,Brock Pierce,,0,0,0,0
San Benito,6435458,President,,Brock Pierce,,0,0,0,0
San Benito,6458001,President,,Brock Pierce,,0,0,0,0
San Benito,6475001,President,,Brock Pierce,,0,0,0,0
San Benito,6480005,President,,Brock Pierce,,0,0,****,0
San Benito,7130001,President,,Brock Pierce,,0,0,0,0
San Benito,7130002,President,,Brock Pierce,,0,0,0,0
San Benito,7130018,President,,Brock Pierce,,0,****,****,0
San Benito,7135106,President,,Brock Pierce,,0,0,0,0
San Benito,7135109,President,,Brock Pierce,,0,0,0,0
San Benito,7135317,President,,Brock Pierce,,0,****,****,0
San Benito,7135318,President,,Brock Pierce,,0,****,0,0
San Benito,7135423,President,,Brock Pierce,,0,0,0,0
San Benito,7235320,President,,Brock Pierce,,0,0,0,0
San Benito,7235321,President,,Brock Pierce,,0,0,0,0
San Benito,7335315,President,,Brock Pierce,,0,0,0,0
San Benito,7335316,President,,Brock Pierce,,0,0,0,0
San Benito,7335319,President,,Brock Pierce,,0,0,****,0
San Benito,7535136,President,,Brock Pierce,,0,0,0,0
San Benito,9205001,President,,Brock Pierce,,0,0,0,0
San Benito,9235255,President,,Brock Pierce,,0,0,0,0
San Benito,9240001,President,,Brock Pierce,,0,0,0,0
San Benito,9240004,President,,Brock Pierce,,0,****,****,0
San Benito,9265000,President,,Brock Pierce,,0,0,0,0
San Benito,5135101,President,,Jesse Ventura,,0,****,0,0
San Benito,5135103,President,,Jesse Ventura,,0,0,0,0
San Benito,5145001,President,,Jesse Ventura,,0,0,0,0
San Benito,5145004,President,,Jesse Ventura,,0,0,0,0
San Benito,5185003,President,,Jesse Ventura,,0,0,****,0
San Benito,5235214,President,,Jesse Ventura,,0,****,****,0
San Benito,5235322,President,,Jesse Ventura,,0,0,0,0
San Benito,5280002,President,,Jesse Ventura,,0,0,****,0
San Benito,5280007,President,,Jesse Ventura,,0,0,****,0
San Benito,5335111,President,,Jesse Ventura,,0,0,0,0
San Benito,5335159,President,,Jesse Ventura,,0,****,0,0
San Benito,5335213,President,,Jesse Ventura,,0,0,0,0
San Benito,5335262,President,,Jesse Ventura,,0,0,0,0
San Benito,5335330,President,,Jesse Ventura,,0,0,0,0
San Benito,5335348,President,,Jesse Ventura,,0,0,0,0
San Benito,5395002,President,,Jesse Ventura,,0,0,****,0
San Benito,5530011,President,,Jesse Ventura,,0,0,****,0
San Benito,5535105,President,,Jesse Ventura,,0,0,0,0
San Benito,5535154,President,,Jesse Ventura,,0,0,0,0
San Benito,5535212,President,,Jesse Ventura,,0,0,0,0
San Benito,5535228,President,,Jesse Ventura,,0,0,0,0
San Benito,5585001,President,,Jesse Ventura,,0,0,****,0
San Benito,5585002,President,,Jesse Ventura,,0,0,0,0
San Benito,6135425,President,,Jesse Ventura,,0,0,0,0
San Benito,6220003,President,,Jesse Ventura,,0,****,0,0
San Benito,6235426,President,,Jesse Ventura,,0,0,0,0
San Benito,6235463,President,,Jesse Ventura,,0,0,0,0
San Benito,6280001,President,,Jesse Ventura,,0,0,0,0
San Benito,6410000,President,,Jesse Ventura,,0,0,****,0
San Benito,6420002,President,,Jesse Ventura,,0,0,0,0
San Benito,6435438,President,,Jesse Ventura,,0,0,0,0
San Benito,6435458,President,,Jesse Ventura,,0,0,0,0
San Benito,6458001,President,,Jesse Ventura,,0,0,0,0
San Benito,6475001,President,,Jesse Ventura,,0,0,0,0
San Benito,6480005,President,,Jesse Ventura,,0,0,****,0
San Benito,7130001,President,,Jesse Ventura,,0,0,0,0
San Benito,7130002,President,,Jesse Ventura,,0,0,0,0
San Benito,7130018,President,,Jesse Ventura,,0,****,****,0
San Benito,7135106,President,,Jesse Ventura,,0,0,0,0
San Benito,7135109,President,,Jesse Ventura,,0,0,0,0
San Benito,7135317,President,,Jesse Ventura,,0,****,****,0
San Benito,7135318,President,,Jesse Ventura,,0,****,0,0
San Benito,7135423,President,,Jesse Ventura,,0,0,0,0
San Benito,7235320,President,,Jesse Ventura,,0,0,0,0
San Benito,7235321,President,,Jesse Ventura,,0,0,0,0
San Benito,7335315,President,,Jesse Ventura,,0,0,0,0
San Benito,7335316,President,,Jesse Ventura,,1,0,0,1
San Benito,7335319,President,,Jesse Ventura,,0,0,****,0
San Benito,7535136,President,,Jesse Ventura,,0,0,0,0
San Benito,9205001,President,,Jesse Ventura,,0,0,0,0
San Benito,9235255,President,,Jesse Ventura,,0,0,0,0
San Benito,9240001,President,,Jesse Ventura,,0,0,0,0
San Benito,9240004,President,,Jesse Ventura,,0,****,****,0
San Benito,9265000,President,,Jesse Ventura,,0,0,0,0
San Benito,5135101,U.S. House,20,Jeff Gorman,REP,5,****,0,5
San Benito,5135103,U.S. House,20,Jeff Gorman,REP,0,0,0,0
San Benito,5145001,U.S. House,20,Jeff Gorman,REP,169,7,10,152
San Benito,5145004,U.S. House,20,Jeff Gorman,REP,3,0,0,3
San Benito,5185003,U.S. House,20,Jeff Gorman,REP,6,0,****,6
San Benito,5235214,U.S. House,20,Jeff Gorman,REP,41,****,****,40
San Benito,5235322,U.S. House,20,Jeff Gorman,REP,66,5,10,51
San Benito,5280002,U.S. House,20,Jeff Gorman,REP,9,0,****,8
San Benito,5280007,U.S. House,20,Jeff Gorman,REP,62,0,****,58
San Benito,5335111,U.S. House,20,Jeff Gorman,REP,92,7,9,76
San Benito,5335159,U.S. House,20,Jeff Gorman,REP,14,****,2,10
San Benito,5335213,U.S. House,20,Jeff Gorman,REP,363,17,43,303
San Benito,5335262,U.S. House,20,Jeff Gorman,REP,79,6,8,65
San Benito,5335330,U.S. House,20,Jeff Gorman,REP,360,11,30,319
San Benito,5335348,U.S. House,20,Jeff Gorman,REP,117,7,14,96
San Benito,5395002,U.S. House,20,Jeff Gorman,REP,9,0,****,9
San Benito,5530011,U.S. House,20,Jeff Gorman,REP,4,0,****,1
San Benito,5535105,U.S. House,20,Jeff Gorman,REP,204,16,22,166
San Benito,5535154,U.S. House,20,Jeff Gorman,REP,56,5,1,50
San Benito,5535212,U.S. House,20,Jeff Gorman,REP,210,13,29,168
San Benito,5535228,U.S. House,20,Jeff Gorman,REP,110,5,14,91
San Benito,5585001,U.S. House,20,Jeff Gorman,REP,36,4,****,30
San Benito,5585002,U.S. House,20,Jeff Gorman,REP,1,0,0,1
San Benito,6135425,U.S. House,20,Jeff Gorman,REP,294,16,20,258
San Benito,6220003,U.S. House,20,Jeff Gorman,REP,10,****,0,8
San Benito,6235426,U.S. House,20,Jeff Gorman,REP,333,24,31,278
San Benito,6235463,U.S. House,20,Jeff Gorman,REP,0,0,0,0
San Benito,6280001,U.S. House,20,Jeff Gorman,REP,35,0,3,32
San Benito,6410000,U.S. House,20,Jeff Gorman,REP,51,0,****,50
San Benito,6420002,U.S. House,20,Jeff Gorman,REP,482,29,30,423
San Benito,6435438,U.S. House,20,Jeff Gorman,REP,420,24,39,357
San Benito,6435458,U.S. House,20,Jeff Gorman,REP,282,14,29,239
San Benito,6458001,U.S. House,20,Jeff Gorman,REP,602,51,36,515
San Benito,6475001,U.S. House,20,Jeff Gorman,REP,818,32,35,751
San Benito,6480005,U.S. House,20,Jeff Gorman,REP,10,0,****,10
San Benito,7130001,U.S. House,20,Jeff Gorman,REP,597,40,38,519
San Benito,7130002,U.S. House,20,Jeff Gorman,REP,753,42,43,668
San Benito,7130018,U.S. House,20,Jeff Gorman,REP,5,****,****,4
San Benito,7135106,U.S. House,20,Jeff Gorman,REP,85,9,5,71
San Benito,7135109,U.S. House,20,Jeff Gorman,REP,335,23,20,292
San Benito,7135317,U.S. House,20,Jeff Gorman,REP,16,****,****,15
San Benito,7135318,U.S. House,20,Jeff Gorman,REP,62,****,5,56
San Benito,7135423,U.S. House,20,Jeff Gorman,REP,188,17,21,150
San Benito,7235320,U.S. House,20,Jeff Gorman,REP,102,6,16,80
San Benito,7235321,U.S. House,20,Jeff Gorman,REP,194,15,14,165
San Benito,7335315,U.S. House,20,Jeff Gorman,REP,78,2,4,72
San Benito,7335316,U.S. House,20,Jeff Gorman,REP,338,26,28,284
San Benito,7335319,U.S. House,20,Jeff Gorman,REP,3,0,****,2
San Benito,7535136,U.S. House,20,Jeff Gorman,REP,230,18,15,197
San Benito,9205001,U.S. House,20,Jeff Gorman,REP,157,6,12,139
San Benito,9235255,U.S. House,20,Jeff Gorman,REP,0,0,0,0
San Benito,9240001,U.S. House,20,Jeff Gorman,REP,626,36,72,518
San Benito,9240004,U.S. House,20,Jeff Gorman,REP,12,****,****,11
San Benito,9265000,U.S. House,20,Jeff Gorman,REP,278,30,30,218
San Benito,5135101,U.S. House,20,Jimmy Panetta,DEM,14,****,0,11
San Benito,5135103,U.S. House,20,Jimmy Panetta,DEM,0,0,0,0
San Benito,5145001,U.S. House,20,Jimmy Panetta,DEM,256,4,6,246
San Benito,5145004,U.S. House,20,Jimmy Panetta,DEM,2,0,0,2
San Benito,5185003,U.S. House,20,Jimmy Panetta,DEM,11,0,****,10
San Benito,5235214,U.S. House,20,Jimmy Panetta,DEM,69,****,****,66
San Benito,5235322,U.S. House,20,Jimmy Panetta,DEM,116,3,9,104
San Benito,5280002,U.S. House,20,Jimmy Panetta,DEM,34,0,****,33
San Benito,5280007,U.S. House,20,Jimmy Panetta,DEM,78,5,****,73
San Benito,5335111,U.S. House,20,Jimmy Panetta,DEM,227,8,10,209
San Benito,5335159,U.S. House,20,Jimmy Panetta,DEM,41,****,3,38
San Benito,5335213,U.S. House,20,Jimmy Panetta,DEM,1038,28,44,966
San Benito,5335262,U.S. House,20,Jimmy Panetta,DEM,197,4,12,181
San Benito,5335330,U.S. House,20,Jimmy Panetta,DEM,619,7,24,588
San Benito,5335348,U.S. House,20,Jimmy Panetta,DEM,400,15,17,368
San Benito,5395002,U.S. House,20,Jimmy Panetta,DEM,12,0,****,11
San Benito,5530011,U.S. House,20,Jimmy Panetta,DEM,5,0,****,5
San Benito,5535105,U.S. House,20,Jimmy Panetta,DEM,656,20,42,594
San Benito,5535154,U.S. House,20,Jimmy Panetta,DEM,198,5,15,178
San Benito,5535212,U.S. House,20,Jimmy Panetta,DEM,1108,21,55,1032
San Benito,5535228,U.S. House,20,Jimmy Panetta,DEM,438,15,20,403
San Benito,5585001,U.S. House,20,Jimmy Panetta,DEM,111,2,****,107
San Benito,5585002,U.S. House,20,Jimmy Panetta,DEM,11,0,0,11
San Benito,6135425,U.S. House,20,Jimmy Panetta,DEM,527,10,14,503
San Benito,6220003,U.S. House,20,Jimmy Panetta,DEM,10,****,0,10
San Benito,6235426,U.S. House,20,Jimmy Panetta,DEM,707,14,24,669
San Benito,6235463,U.S. House,20,Jimmy Panetta,DEM,0,0,0,0
San Benito,6280001,U.S. House,20,Jimmy Panetta,DEM,80,0,2,78
San Benito,6410000,U.S. House,20,Jimmy Panetta,DEM,9,0,****,9
San Benito,6420002,U.S. House,20,Jimmy Panetta,DEM,631,12,18,601
San Benito,6435438,U.S. House,20,Jimmy Panetta,DEM,770,14,28,728
San Benito,6435458,U.S. House,20,Jimmy Panetta,DEM,571,9,23,539
San Benito,6458001,U.S. House,20,Jimmy Panetta,DEM,861,18,33,810
San Benito,6475001,U.S. House,20,Jimmy Panetta,DEM,914,19,20,875
San Benito,6480005,U.S. House,20,Jimmy Panetta,DEM,30,0,****,29
San Benito,7130001,U.S. House,20,Jimmy Panetta,DEM,926,12,47,867
San Benito,7130002,U.S. House,20,Jimmy Panetta,DEM,773,21,33,719
San Benito,7130018,U.S. House,20,Jimmy Panetta,DEM,30,****,****,27
San Benito,7135106,U.S. House,20,Jimmy Panetta,DEM,153,3,3,147
San Benito,7135109,U.S. House,20,Jimmy Panetta,DEM,835,24,41,770
San Benito,7135317,U.S. House,20,Jimmy Panetta,DEM,39,****,****,36
San Benito,7135318,U.S. House,20,Jimmy Panetta,DEM,146,****,6,138
San Benito,7135423,U.S. House,20,Jimmy Panetta,DEM,430,10,23,397
San Benito,7235320,U.S. House,20,Jimmy Panetta,DEM,226,9,15,202
San Benito,7235321,U.S. House,20,Jimmy Panetta,DEM,331,10,8,313
San Benito,7335315,U.S. House,20,Jimmy Panetta,DEM,306,6,14,286
San Benito,7335316,U.S. House,20,Jimmy Panetta,DEM,706,13,31,662
San Benito,7335319,U.S. House,20,Jimmy Panetta,DEM,28,0,****,28
San Benito,7535136,U.S. House,20,Jimmy Panetta,DEM,964,23,62,879
San Benito,9205001,U.S. House,20,Jimmy Panetta,DEM,512,4,11,497
San Benito,9235255,U.S. House,20,Jimmy Panetta,DEM,0,0,0,0
San Benito,9240001,U.S. House,20,Jimmy Panetta,DEM,773,16,41,716
San Benito,9240004,U.S. House,20,Jimmy Panetta,DEM,6,****,****,3
San Benito,9265000,U.S. House,20,Jimmy Panetta,DEM,800,26,67,707
San Benito,5135101,State Assembly,30,Gregory Swett,REP,7,****,0,7
San Benito,5135103,State Assembly,30,Gregory Swett,REP,0,0,0,0
San Benito,5145001,State Assembly,30,Gregory Swett,REP,176,8,7,161
San Benito,5145004,State Assembly,30,Gregory Swett,REP,3,0,0,3
San Benito,5185003,State Assembly,30,Gregory Swett,REP,9,0,****,9
San Benito,5235214,State Assembly,30,Gregory Swett,REP,44,****,****,43
San Benito,5235322,State Assembly,30,Gregory Swett,REP,69,4,11,54
San Benito,5280002,State Assembly,30,Gregory Swett,REP,8,0,****,8
San Benito,5280007,State Assembly,30,Gregory Swett,REP,66,0,****,63
San Benito,5335111,State Assembly,30,Gregory Swett,REP,99,7,10,82
San Benito,5335159,State Assembly,30,Gregory Swett,REP,17,****,2,13
San Benito,5335213,State Assembly,30,Gregory Swett,REP,355,17,40,298
San Benito,5335262,State Assembly,30,Gregory Swett,REP,90,5,9,76
San Benito,5335330,State Assembly,30,Gregory Swett,REP,367,10,28,329
San Benito,5335348,State Assembly,30,Gregory Swett,REP,127,7,13,107
San Benito,5395002,State Assembly,30,Gregory Swett,REP,10,0,****,10
San Benito,5530011,State Assembly,30,Gregory Swett,REP,4,0,****,1
San Benito,5535105,State Assembly,30,Gregory Swett,REP,224,16,26,182
San Benito,5535154,State Assembly,30,Gregory Swett,REP,54,6,1,47
San Benito,5535212,State Assembly,30,Gregory Swett,REP,245,15,26,204
San Benito,5535228,State Assembly,30,Gregory Swett,REP,125,6,16,103
San Benito,5585001,State Assembly,30,Gregory Swett,REP,41,2,****,37
San Benito,5585002,State Assembly,30,Gregory Swett,REP,1,0,0,1
San Benito,6135425,State Assembly,30,Gregory Swett,REP,317,16,21,280
San Benito,6220003,State Assembly,30,Gregory Swett,REP,10,****,0,8
San Benito,6235426,State Assembly,30,Gregory Swett,REP,350,21,31,298
San Benito,6235463,State Assembly,30,Gregory Swett,REP,0,0,0,0
San Benito,6280001,State Assembly,30,Gregory Swett,REP,38,0,3,35
San Benito,6410000,State Assembly,30,Gregory Swett,REP,53,0,****,52
San Benito,6420002,State Assembly,30,Gregory Swett,REP,526,33,31,462
San Benito,6435438,State Assembly,30,Gregory Swett,REP,434,24,36,374
San Benito,6435458,State Assembly,30,Gregory Swett,REP,286,14,28,244
San Benito,6458001,State Assembly,30,Gregory Swett,REP,690,55,40,595
San Benito,6475001,State Assembly,30,Gregory Swett,REP,928,35,35,858
San Benito,6480005,State Assembly,30,Gregory Swett,REP,14,0,****,14
San Benito,7130001,State Assembly,30,Gregory Swett,REP,625,38,35,552
San Benito,7130002,State Assembly,30,Gregory Swett,REP,811,45,44,722
San Benito,7130018,State Assembly,30,Gregory Swett,REP,7,****,****,6
San Benito,7135106,State Assembly,30,Gregory Swett,REP,86,7,6,73
San Benito,7135109,State Assembly,30,Gregory Swett,REP,353,23,21,309
San Benito,7135317,State Assembly,30,Gregory Swett,REP,15,****,****,15
San Benito,7135318,State Assembly,30,Gregory Swett,REP,74,****,4,68
San Benito,7135423,State Assembly,30,Gregory Swett,REP,213,18,25,170
San Benito,7235320,State Assembly,30,Gregory Swett,REP,108,4,14,90
San Benito,7235321,State Assembly,30,Gregory Swett,REP,210,15,11,184
San Benito,7335315,State Assembly,30,Gregory Swett,REP,92,2,5,85
San Benito,7335316,State Assembly,30,Gregory Swett,REP,370,28,30,312
San Benito,7335319,State Assembly,30,Gregory Swett,REP,5,0,****,4
San Benito,7535136,State Assembly,30,Gregory Swett,REP,258,19,17,222
